text,label_class,label_author,source_id,label,author,sample_id
"Occasionally, when there was some more than usually interesting inquest upon a parish child who had been overlooked in turning up a bedstead, or inadvertently scalded to death when there happened to be a washing—though the latter accident was very scarce, anything approaching to a washing being of rare occurrence in the farm—the jury would take it into their heads to ask troublesome questions, or the parishioners would rebelliously affix their signatures to a remonstrance. But these impertinences were speedily checked by the evidence of the surgeon, and the testimony of the beadle; the former of whom had always opened the body and found nothing inside (which was very probable indeed), and the latter of whom invariably swore whatever the parish wanted; which was very self-devotional. Besides, the board made periodical pilgrimages to the farm, and always sent the beadle the day before, to say they were going. The children were neat and clean to behold, when _they_ went; and what more would the people have!",A,Dickens,Dickens_730,Human,Dickens,train_81
"The true barrier to entry wasn't wealth, she quickly realized, but the subtle, unwritten shibboleths of the elite class. It was knowing exactly which fork to use for the fish course, understanding the understated elegance of neutral tones, and possessing the ability to discuss contemporary art without sounding like a textbook. At the gallery opening, she stood awkwardly by the hors d'oeuvres, hyper-aware of her own enthusiasm, which suddenly felt incredibly gauche among the bored, languid postures of the seasoned collectors. They spoke in a coded vocabulary of summer homes and boarding schools, dropping names with a practiced, effortless precision. She had the bank account to belong in the room, but her posture, her eagerness to please, and the sheer volume of her laugh continually betrayed the blue-collar neighborhood that still lived stubbornly inside her bones.",B,None,AI_Gen_38,AI_Generic,None,train_82
"Oliver stared innocently in Mr. Bumble’s face at this somewhat contradictory style of address; but that gentleman prevented his offering any remark thereupon, by leading him at once into an adjoining room: the door of which was open. It was a large room, with a great window. Behind a desk, sat two old gentleman with powdered heads: one of whom was reading the newspaper; while the other was perusing, with the aid of a pair of tortoise-shell spectacles, a small piece of parchment which lay before him. Mr. Limbkins was standing in front of the desk on one side; and Mr. Gamfield, with a partially washed face, on the other; while two or three bluff-looking men, in top-boots, were lounging about.",A,Dickens,Dickens_730,Human,Dickens,train_83
"The acceptance letter for the fellowship in London sat on the kitchen island, a beacon of her lifelong ambition. When her husband walked in, exhausted from another shift at a job he despised but which paid their mortgage, she quietly slid the letter into the recycling bin. She never mentioned it. Over the years, the phantom of that unlived life haunted her quiet moments, manifesting as a sharp, sudden resentment when he forgot to load the dishwasher or complained about the commute. Yet, watching him sleep, his face finally relaxed from the constant anxiety of providing, she knew she would make the same choice again. The sacrifice was a silent, heavy stone she carried in her pocket, a testament to a love that demanded she collapse the architecture of her own dreams to keep their shared roof intact.",B,None,AI_Gen_48,AI_Generic,None,train_84
"The labyrinthine streets and twisting alleyways functioned as the dark, congested veins of the city, pulsing with a chaotic, roaring tide of humanity. Costermongers, clerks, pickpockets, and peers all swept along in a frantic, unceasing circulation of commerce and desperation. The relentless traffic of omnibuses, cabs, and heavy wagons clattered over the slick cobblestones, forming a loud, irregular heartbeat that vibrated through the soles of every boot and shook the very foundations of the buildings. It is a creature of stone, iron, and insatiable appetite, this city; a predator that devours the youth and vigor of those who flock to its maw, digesting their bright, fragile dreams and excreting only a profound, gray melancholy upon the rain-washed pavements of the financial district.",C,Dickens,AI_Imp_D_47,AI_Impostor,Dickens,train_85
"Mrs. John Dashwood did not at all approve of what her husband intended to do for his sisters. To take three thousand pounds from the fortune of their dear little boy would be impoverishing him to the most dreadful degree. She begged him to think again on the subject. How could he answer it to himself to rob his child, and his only child too, of so large a sum? And what possible claim could the Miss Dashwoods, who were related to him only by half blood, which she considered as no relationship at all, have on his generosity to so large an amount. It was very well known that no affection was ever supposed to exist between the children of any man by different marriages; and why was he to ruin himself, and their poor little Harry, by giving away all his money to his half sisters?",A,Austen,Austen_161,Human,Austen,train_86
"Elinor, this eldest daughter, whose advice was so effectual, possessed a strength of understanding, and coolness of judgment, which qualified her, though only nineteen, to be the counsellor of her mother, and enabled her frequently to counteract, to the advantage of them all, that eagerness of mind in Mrs. Dashwood which must generally have led to imprudence. She had an excellent heart;—her disposition was affectionate, and her feelings were strong; but she knew how to govern them: it was a knowledge which her mother had yet to learn; and which one of her sisters had resolved never to be taught.",A,Austen,Austen_161,Human,Austen,train_87
"Mrs. Baines possessed an ambition so fiery and relentless that, had it been directed toward military conquest rather than social elevation, she might have commanded an empire. Her entire existence was a calculated strategy to propel her daughters out of the comfortable obscurity of the middle class and into the dazzling, treacherous heights of the aristocracy. She monitored their posture with the zeal of a prison warden and curated their acquaintances with the ruthless precision of a diamond merchant. A young man of solid character but unremarkable birth was dismissed with a chilling stare, while a titled gentleman of notorious stupidity was welcomed with a fawning adulation that made the very footmen blush. To Mrs. Baines, social mobility was not a gentle ascent, but a violent siege, and she was perfectly prepared to sacrifice her children's happiness for the glorious triumph of a coronet upon a carriage door.",C,Austen,AI_Imp_A_39,AI_Impostor,Austen,train_88
"She stood in the doorway of the abandoned house, watching the dust motes dance in the shafts of sunlight breaking through the boarded windows. This was where she had ruined her first marriage, letting a chaotic, selfish affair burn her life to the ground. The memory of the screaming match in the hallway echoed in her mind, a ghost of her own making. For a decade, she had run from this town and this specific regret, building a new, highly controlled life built on rigid discipline. Returning was an act of brutal emotional archaeology. She didn't seek forgiveness from the walls, but she needed to face the ruin to prove to herself that she was no longer the arsonist. Redemption, she realized, started with the terrifying willingness to look directly at the ashes you had created.",B,None,AI_Gen_95,AI_Generic,None,train_89
"The social ladder is an infinitely treacherous construction, and no one feels its swaying quite so acutely as the family clinging desperately to the middle rungs. The Harcourts lived in a perpetual, agonizing terror that a sudden reversal of fortune, or a poorly timed visit from a vulgar uncle in trade, might send them tumbling back into the obscurity from which their grandfather had so painstakingly climbed. They overcompensated by adopting a rigid adherence to propriety that the truly wealthy never bothered to observe. They corrected each other's pronunciation, lived beyond their means to keep a carriage they rarely used, and viewed every social interaction as a terrifying examination they were destined to fail. The true tragedy of social aspiration is not the difficulty of the climb, but the exhausting, joyless anxiety of maintaining one's grip upon a remarkably slippery perch.",C,Austen,AI_Imp_A_40,AI_Impostor,Austen,train_90
"The great mills, squatting upon the riverbank like iron-bellied toads, demanded a ceaseless sacrifice of human sweat to keep their monstrous gears turning. Inside the cavernous, deafening belly of the factory, the air was a thick and blinding soup of fibrous dust, choking the lungs of the pale-faced weavers who danced attendance upon the mechanical looms. They were a spectral army, these workers; hollow-eyed men and women reduced to the status of mere appendages to the clattering machinery. They possessed no names in the ledgers of the wealthy overseer, only numbers and output quotas, their exhausted bodies viewed as entirely disposable tools. When a frail hand was crushed by a ruthless piston, the great engine did not so much as stutter; it simply waited for the next starving replacement to step into the deafening, soul-crushing breach.",C,Dickens,AI_Imp_D_31,AI_Impostor,Dickens,train_91
"See the miserable hovels that cling to the side of the fetid canal, leaning against one another for support like drunken men in the final stages of a fatal consumption! In these dark, windowless rooms, where the dampness blooms upon the walls like a malevolent fungus, entire families are packed as tightly as salted fish in a barrel. The chimney sweeps, the rag-and-bone men, the match-girls with their frostbitten fingers—all gather here in a grim fraternity of want. They are the forgotten cogs of a vast and merciless machine, living in shadows so profound that the light of human dignity struggles to pierce the gloom, leaving them to weather the tempests of disease and hunger with naught but a stoic, heartbreaking resignation.",C,Dickens,AI_Imp_D_2,AI_Impostor,Dickens,train_92
"Oh! But he was a tight-fisted hand at the grind-stone, Scrooge! a squeezing, wrenching, grasping, scraping, clutching, covetous, old sinner! Hard and sharp as flint, from which no steel had ever struck out generous fire; secret, and self-contained, and solitary as an oyster. The cold within him froze his old features, nipped his pointed nose, shrivelled his cheek, stiffened his gait; made his eyes red, his thin lips blue; and spoke out shrewdly in his grating voice. A frosty rime was on his head, and on his eyebrows, and his wiry chin. He carried his own low temperature always about with him; he iced his office in the dog-days; and didn't thaw it one degree at Christmas.",A,Dickens,Dickens_46,Human,Dickens,train_93
"Ours was the marsh country, down by the river, within, as the river wound, twenty miles of the sea. My first most vivid and broad impression of the identity of things seems to me to have been gained on a memorable raw afternoon towards evening. At such a time I found out for certain that this bleak place overgrown with nettles was the churchyard; and that Philip Pirrip, late of this parish, and also Georgiana wife of the above, were dead and buried; and that Alexander, Bartholomew, Abraham, Tobias, and Roger, infant children of the aforesaid, were also dead and buried; and that the dark flat wilderness beyond the churchyard, intersected with dikes and mounds and gates, with scattered cattle feeding on it, was the marshes; and that the low leaden line beyond was the river; and that the distant savage lair from which the wind was rushing was the sea; and that the small bundle of shivers growing afraid of it all and beginning to cry, was Pip.",A,Dickens,Dickens_1400,Human,Dickens,train_94
"This was the principle on which Anne wanted her father to be proceeding, his friends to be urging him. She considered it as an act of indispensable duty to clear away the claims of creditors with all the expedition which the most comprehensive retrenchments could secure, and saw no dignity in anything short of it. She wanted it to be prescribed, and felt as a duty. She rated Lady Russell’s influence highly; and as to the severe degree of self-denial which her own conscience prompted, she believed there might be little more difficulty in persuading them to a complete, than to half a reformation. Her knowledge of her father and Elizabeth inclined her to think that the sacrifice of one pair of horses would be hardly less painful than of both, and so on, through the whole list of Lady Russell’s too gentle reductions.",A,Austen,Austen_105,Human,Austen,train_95
"Every time a police siren wailed in the distance, Elena’s heart skipped a beat, a conditioned response to a secret she had carried for five years. The hit-and-run had been an accident, a dark, rainy road and a sudden shadow, but her decision to drive away was a deliberate crime that haunted her waking hours. She had never been caught, but she was serving a sentence within her own mind, confined by a suffocating guilt that tainted every joy and success in her life. She scoured the local news for years, terrified of finding a story about the victim, trapped in a paralyzing state of not knowing. The lack of formal punishment was a different kind of torture, an endless, paranoid vigilance where she felt judged by every passing stranger, knowing that she had evaded the law but could never escape the relentless prosecution of her own conscience.",B,None,AI_Gen_13,AI_Generic,None,train_96
"To step into the crowded thoroughfares of Bath is to be swallowed whole by a creature whose thousand eyes are always watching and whose thousand tongues are forever wagging. It is a town that subsists entirely on the observation of its inhabitants; an indiscreet whisper in the Pump Room in the morning is transmitted with the speed of a nervous impulse, reaching the Royal Crescent before noon, embellished and magnified until a simple cold is reported as a fatal consumption, and a polite bow is inflated into a scandalous elopement. One does not merely live in such a city; one is digested by it.",C,Austen,AI_Imp_A_16,AI_Impostor,Austen,train_97
"Detective Miller stood over the chalk outline on the pavement, the flashing blue lights casting long, jagged shadows against the brick walls of the alley. He had been a cop for twenty years, long enough to see the justice system fail both the victims and the perpetrators with depressing regularity. The young man lying dead was a known gang member, and Miller knew the investigation would be perfunctory, a box-ticking exercise by a department stretched too thin to care about another body in a bad neighborhood. He felt a heavy, corrosive guilt for his own creeping apathy, the way he had learned to categorize tragedy to survive the job. The law was supposed to be a blind, impartial scale, but Miller knew it was heavily weighted by zip codes and bank accounts, and tonight, he was just another weary cog in a machine that offered order, but rarely justice.",B,None,AI_Gen_15,AI_Generic,None,train_98
"Not having a very clearly defined notion of what a live board was, Oliver was rather astounded by this intelligence, and was not quite certain whether he ought to laugh or cry. He had no time to think about the matter, however; for Mr. Bumble gave him a tap on the head, with his cane, to wake him up: and another on the back to make him lively: and bidding him to follow, conducted him into a large whitewashed room, where eight or ten fat gentlemen were sitting round a table. At the top of the table, seated in an arm-chair rather higher than the rest, was a particularly fat gentleman with a very round, red face.",A,Dickens,Dickens_730,Human,Dickens,train_99
"The guilt had become a physical weight in Sarah’s chest, a constant, dull ache that made it difficult to draw a full breath. She had lied on the witness stand, a panicked perjury designed to protect her son from a vehicular manslaughter charge. She had successfully subverted the justice system, manipulating the truth to secure his freedom, but the victory tasted like ash. She watched her son move through his life, unburdened and oblivious, while she carried the rotting secret of the deception. She knew she had committed a crime, betraying her own fundamental moral compass, and the isolation of her guilt was maddening. There was no court that could absolve her, no sentence she could serve to wipe the slate clean; she was trapped in a self-imposed prison of silence, terrified that the truth would eventually surface and shatter the fragile, corrupt foundation of her family.",B,None,AI_Gen_17,AI_Generic,None,train_100
"With more than usual eagerness did Catherine hasten to the pump-room the next day, secure within herself of seeing Mr. Tilney there before the morning were over, and ready to meet him with a smile; but no smile was demanded—Mr. Tilney did not appear. Every creature in Bath, except himself, was to be seen in the room at different periods of the fashionable hours; crowds of people were every moment passing in and out, up the steps and down; people whom nobody cared about, and nobody wanted to see; and he only was absent. “What a delightful place Bath is,” said Mrs. Allen as they sat down near the great clock, after parading the room till they were tired; “and how pleasant it would be if we had any acquaintance here.”",A,Austen,Austen_121,Human,Austen,train_101
"The hospital room was painted a cheerful, forced yellow, completely at odds with the sterile smell of antiseptic and the rhythmic beeping of the monitors. Thomas lay in the oversized bed, his skin pale and almost translucent beneath the harsh fluorescent lights. He was only eight, yet his eyes held the weary resignation of someone who had spent a lifetime enduring physical pain. He didn't cry when the nurses brought the needles anymore; he simply offered his bruised arm with a quiet sigh that broke his father's heart. He asked questions about his prognosis with a clinical detachment, using medical terminology that sounded grotesque coming from a child's mouth. His suffering was a silent, persistent thief, stealing the years of tree-climbing and skinned knees, replacing them with a grueling marathon of treatments and the terrifying, unspoken knowledge that he was not getting better.",B,None,AI_Gen_8,AI_Generic,None,train_102
"Mr. Rushworth was a gentleman of such stupendous and unshakeable dullness that his presence in a drawing-room had the immediate effect of a heavy fog settling upon the company. His physical appearance was equally unfortunate, possessing a countenance that suggested a remarkable vacancy of thought, coupled with a pair of highly surprised eyebrows. Yet, endowed as he was with an estate of twelve thousand a year, society collectively agreed to view his stupidity as a charming eccentricity, and his clumsy, elephantine attempts at gallantry as the height of fashionable elegance. It is astonishing how thickly the gold dust of a massive fortune can coat the most grotesque of human figures.",C,Austen,AI_Imp_A_27,AI_Impostor,Austen,train_103
"Mrs. Dashwood remained at Norland several months; not from any disinclination to move when the sight of every well known spot ceased to raise the violent emotion which it produced for a while; for when her spirits began to revive, and her mind became capable of some other exertion than that of heightening its affliction by melancholy remembrances, she was impatient to be gone, and indefatigable in her inquiries for a suitable dwelling in the neighbourhood of Norland; for to remove far from that beloved spot was impossible. But she could hear of no situation that at once answered her notions of comfort and ease, and suited the prudence of her eldest daughter, whose steadier judgment rejected several houses as too large for their income, which her mother would have approved.",A,Austen,Austen_161,Human,Austen,train_104
"The company began to disperse when the dancing was over—enough to leave space for the remainder to walk about in some comfort; and now was the time for a heroine, who had not yet played a very distinguished part in the events of the evening, to be noticed and admired. Every five minutes, by removing some of the crowd, gave greater openings for her charms. She was now seen by many young men who had not been near her before. Not one, however, started with rapturous wonder on beholding her, no whisper of eager inquiry ran round the room, nor was she once called a divinity by anybody. Yet Catherine was in very good looks, and had the company only seen her three years before, they would _now_ have thought her exceedingly handsome.",A,Austen,Austen_121,Human,Austen,train_105
"Sally, or rather Sarah (for what young lady of common gentility will reach the age of sixteen without altering her name as far as she can?), must from situation be at this time the intimate friend and confidante of her sister. It is remarkable, however, that she neither insisted on Catherine’s writing by every post, nor exacted her promise of transmitting the character of every new acquaintance, nor a detail of every interesting conversation that Bath might produce. Everything indeed relative to this important journey was done, on the part of the Morlands, with a degree of moderation and composure, which seemed rather consistent with the common feelings of common life, than with the refined susceptibilities, the tender emotions which the first separation of a heroine from her family ought always to excite. Her father, instead of giving her an unlimited order on his banker, or even putting an hundred pounds bank-bill into her hands, gave her only ten guineas, and promised her more when she wanted it.",A,Austen,Austen_121,Human,Austen,train_106
"The washing away of commercial stain is a delicate process, generally requiring at least two generations and a strategic marriage into an impoverished but ancient family. A wealthy merchant may buy the estate, but it is only his grandson, educated at Eton and entirely ignorant of how his fortune was made, who can hope to be accepted without reservation. The young heir must cultivate a studied indifference to money, a passion for the breeding of hounds, and a suitable disdain for anyone obliged to work for a living; only then may the painful memory of his grandfather's ledgers be finally, and thankfully, laid to rest.",C,Austen,AI_Imp_A_20,AI_Impostor,Austen,train_107
"To defy the unified opposition of one's family requires a species of courage that polite society generally categorizes as sheer rebellion. The young gentleman, having determined to wed the penniless daughter of a country curate, found himself instantly expelled from the warm embrace of his relations. The uncles who had previously praised his excellent judgment now pronounced him a fool of monumental proportions; the aunts who had adored him struck his name from their visiting books with a shudder of profound horror. He was banished, stripped of his allowance, and spoken of only in hushed, funereal tones. Yet, in choosing the loyalty of his own heart over the conditional affection of his family, he discovered that a quiet cottage shared with an intelligent, loving companion offered a species of happiness entirely unknown to the plotting, calculating relatives who had so eagerly discarded him.",C,Austen,AI_Imp_A_37,AI_Impostor,Austen,train_108
"The neighborhood association of Elmwood Park prided itself on its progressive values, boasting 'Hate Has No Home Here' signs on nearly every meticulously manicured lawn. However, when a proposal was introduced to build affordable housing on an empty lot near the community center, the residents mobilized with ruthless efficiency. They cited concerns about traffic, property values, and neighborhood character, masking their underlying prejudice behind bureaucratic zoning arguments and environmental impact studies. They were fiercely committed to equality in the abstract, but the moment diversity threatened to cross their physical borders and impact their affluent enclave, their professed ideals evaporated. The town hall meetings became battlegrounds of thinly veiled classism, revealing the hollow core of their performative liberalism. They wanted a fair and just society, provided it didn't require them to share their schools, their space, or their pristine, exclusive streets.",B,None,AI_Gen_20,AI_Generic,None,train_109
"The Reverend Mr. Collins, a man whose piety was only exceeded by his profound reverence for rank, found no contradiction in preaching the spiritual equality of all mankind on Sunday, and bowing with humiliating obsequiousness to Lady Catherine on Monday. His sermons frequently dwelt upon the fleeting nature of worldly wealth and the beauty of an unadorned spirit, sentiments he composed while anxiously calculating the exact income of every eligible woman in the parish. Society not only tolerates such contradictions, it relies upon them; for a world entirely governed by unvarnished truth would be quite unfit for the delicate sensibilities of the aristocracy.",C,Austen,AI_Imp_A_11,AI_Impostor,Austen,train_110
"The Reverend Mr. Stanhope was a man whose spiritual devotion was rivaled only by his profound reverence for the peerage. He delivered sermons on the fleeting nature of earthly treasures with a voice trembling with pious emotion, a performance that in no way hindered his frantic efforts to secure a living on the estate of the wealthiest nobleman in the county. He perceived no contradiction between his Sunday declarations that all souls are equal before the Almighty and his Monday practice of bowing with sickening obsequiousness to any man possessing a title and ten thousand a year. In truth, he considered the aristocracy to be a sort of divine management class, divinely appointed to receive his flattery. The parish accepted this arrangement as perfectly natural, for a religion that requires a gentleman to actually ignore the distinctions of rank would be quite intolerable to any neighborhood of consequence.",C,Austen,AI_Imp_A_33,AI_Impostor,Austen,train_111
"Such was Catherine Morland at ten. At fifteen, appearances were mending; she began to curl her hair and long for balls; her complexion improved, her features were softened by plumpness and colour, her eyes gained more animation, and her figure more consequence. Her love of dirt gave way to an inclination for finery, and she grew clean as she grew smart; she had now the pleasure of sometimes hearing her father and mother remark on her personal improvement. “Catherine grows quite a good-looking girl—she is almost pretty to-day,” were words which caught her ears now and then; and how welcome were the sounds! to look _almost_ pretty is an acquisition of higher delight to a girl who has been looking plain the first fifteen years of her life than a beauty from her cradle can ever receive.",A,Austen,Austen_121,Human,Austen,train_112
"By a former marriage, Mr. Henry Dashwood had one son: by his present lady, three daughters. The son, a steady respectable young man, was amply provided for by the fortune of his mother, which had been large, and half of which devolved on him on his coming of age. By his own marriage, likewise, which happened soon afterwards, he added to his wealth. To him therefore the succession to the Norland estate was not so really important as to his sisters; for their fortune, independent of what might arise to them from their father’s inheriting that property, could be but small. Their mother had nothing, and their father only seven thousand pounds in his own disposal; for the remaining moiety of his first wife’s fortune was also secured to her child, and he had only a life-interest in it.",A,Austen,Austen_161,Human,Austen,train_113
"Mrs. Dashwood had been informed by her husband of the solemn promise on the part of his son in their favour, which gave comfort to his last earthly reflections. She doubted the sincerity of this assurance no more than he had doubted it himself, and she thought of it for her daughters’ sake with satisfaction, though as for herself she was persuaded that a much smaller provision than 7000£ would support her in affluence. For their brother’s sake, too, for the sake of his own heart, she rejoiced; and she reproached herself for being unjust to his merit before, in believing him incapable of generosity. His attentive behaviour to herself and his sisters convinced her that their welfare was dear to him, and, for a long time, she firmly relied on the liberality of his intentions.",A,Austen,Austen_161,Human,Austen,train_114
"As the evening descended, the fog rolled in from the river, thick and yellow, creeping through the narrow alleyways like a living, malevolent spirit seeking out the weak and the weary. The gas-lamps, struggling to pierce the gloom, appeared as sickly, inflamed eyes blinking through the miasma, while the muffled sounds of carriage wheels and distant, drunken shouts formed the slow, erratic heartbeat of the nocturnal beast. In these shadowed hours, the city sheds its respectable garments and reveals its true, terrifying anatomy; a sprawling, labyrinthine monstrosity where secrets fester like open sores, and the wretched of the earth scurry like parasites within the belly of a slumbering, uncaring giant.",C,Dickens,AI_Imp_D_16,AI_Impostor,Dickens,train_115
"Nobody ever stopped him in the street to say, with gladsome looks, ""My dear Scrooge, how are you? When will you come to see me?"" No beggars implored him to bestow a trifle, no children asked him what it was o'clock, no man or woman ever once in all his life inquired the way to such and such a place, of Scrooge. Even the blind men's dogs appeared to know him; and when they saw him coming on, would tug their owners into doorways and up courts; and then would wag their tails as though they said, ""No eye at all is better than an evil eye, dark master!""",A,Dickens,Dickens_46,Human,Dickens,train_116
"Oh, what a grand and imposing edifice is the High Court of Morality, where the great and the good sit in endless judgment upon the frailties of those who have not the funds to purchase virtue! A ruined banker who steals a million pounds is declared a victim of unfortunate speculation, afforded a comfortable exile and the sympathy of his peers; yet the starving clerk who pockets a loaf to quiet the cries of his famished children is branded a thief, thrown into irons, and shipped to a penal colony without a second thought. Such is the dazzling hypocrisy of the civilized world: a magnificent, gilded scale that meticulously weighs the crimes of the poor, but always contrives to be broken when the sins of the wealthy are placed upon the pan.",C,Dickens,AI_Imp_D_11,AI_Impostor,Dickens,train_117
"The sudden scent of petrichor hitting hot asphalt was all it took to collapse the decades between her present life and that fateful August afternoon. Instantly, she was twelve again, standing in the driveway, watching the taillights of her mother’s packed sedan disappear into the summer storm. It was a visceral, involuntary time travel. The memory bypassed her rational mind entirely, settling into the pit of her stomach as a cold, heavy dread. She had spent thousands of dollars on therapy to reframe that abandonment, to build a narrative of resilience and independence. Yet, one unexpected rain shower could effortlessly dismantle her carefully constructed peace, proving that some regrets are never truly resolved; they merely lay dormant in the soil of the subconscious, waiting for the right sensory trigger to bloom into fresh, agonizing grief.",B,None,AI_Gen_46,AI_Generic,None,train_118
"In the shadow of the glass towers, the sidewalk vendor stood behind his steaming cart, rubbing his hands together to ward off the winter chill. Every transaction was a fleeting interaction, a handful of coins exchanged for a brief moment of warmth and sustenance. He watched the executives hurry past, their coats costing more than he earned in a relentless, grueling month. There was no safety net beneath him, only the concrete pavement that battered his knees and the constant, gnawing anxiety of the approaching rent day. When the city inspectors came, their fines could erase a week's profit in the stroke of a pen. He was an essential fixture of the morning rush, yet entirely invisible to the people who relied on him. The irony of feeding those who possessed so much, while his own pantry consisted of dented cans and discounted rice, was a bitter pill he swallowed silently every day.",B,None,AI_Gen_1,AI_Generic,None,train_119
"What a profound and beautiful mystery it is, that a heart broken by sorrow can still pour forth such a boundless ocean of tenderness upon those who have nothing to offer in return! He had lost everything—his fortune, his standing, the very woman who was the guiding star of his existence—yet rather than turning to a cynical bitterness, he became a gentle guardian of the lost and the forsaken. He walked among the outcasts with a pocket full of sweets for the weeping children and a shoulder for the weary to lean upon, proving that the deepest, most authentic love is forged not in the sunny meadows of prosperity, but in the dark, testing crucibles of personal tragedy, where the self is entirely burned away.",C,Dickens,AI_Imp_D_25,AI_Impostor,Dickens,train_120
"The environmental summit was sponsored by the very fossil fuel conglomerates responsible for the crisis being discussed. Delegates arrived in fleets of private jets, their carbon footprints stretching across the globe, only to sit in air-conditioned conference halls and debate the necessity of consumer recycling programs. They drafted lengthy resolutions printed on glossy paper, urging the middle class to buy bamboo toothbrushes and take shorter showers, while entirely ignoring the massive, unregulated emissions spewing from industrial smokestacks. It was a masterclass in deflection, a massive societal gaslighting campaign designed to shift the burden of saving the planet onto the individual consumer, leaving the corporate titans free to continue their profitable, catastrophic pillaging of the earth’s remaining resources under the guise of green innovation.",B,None,AI_Gen_74,AI_Generic,None,train_121
"How splendidly the carriage rolled along the avenue, bearing a gentleman of the highest philanthropic renown; a stout, florid individual whose chest was heavily decorated with the medals of a dozen charitable societies, and whose heart was as cold and unyielding as a slab of polished marble! He spoke eloquently at banquets of the 'deserving poor'—a convenient phrase that invariably excluded anyone who actually required a crust of bread—while in the factories that bore his illustrious name, men and women coughed out their lungs for a pittance. Thus does Society conduct its great masquerade, cloaking its boundless avarice in the silken robes of benevolence, and dropping a conspicuous penny into the beggar's tin cup whilst quietly foreclosing upon the beggar's miserable lodgings with the other hand.",C,Dickens,AI_Imp_D_9,AI_Impostor,Dickens,train_122
"""What else can I be,"" returned the uncle, ""when I live in such a world of fools as this? Merry Christmas! Out upon merry Christmas! What's Christmas time to you but a time for paying bills without money; a time for finding yourself a year older, but not an hour richer; a time for balancing your books and having every item in 'em through a round dozen of months presented dead against you? If I could work my will,"" said Scrooge indignantly, ""every idiot who goes about with 'Merry Christmas' on his lips, should be boiled with his own pudding, and buried with a stake of holly through his heart. He should!""",A,Dickens,Dickens_46,Human,Dickens,train_123
"The charity gala was an exercise in glittering dissonance. Wealthy patrons in silk gowns and tailored tuxedos gathered in a grand ballroom to raise funds for the city’s unhoused population, while simultaneously stepping over the very same people sleeping on the heating grates just outside the venue's doors. They bid thousands on silent auction items—a week in Tuscany, private chef experiences—while sipping champagne and murmuring sympathetically about the 'tragic state of the streets.' The philanthropy was a performance, a mechanism for the elite to purchase moral absolution without ever having to confront the systemic inequalities that funded their extravagant portfolios. They wrote their tax-deductible checks and returned to their gated communities, completely satisfied that they had done their part, blissfully insulated by a profound, willful blindness.",B,None,AI_Gen_70,AI_Generic,None,train_124
"True love, in its purest and most elevated state, is not the giddy, fluttering thing sung of by foolish balladeers, but a fierce, enduring fire that tempers the soul and willingly offers itself upon the altar of another's happiness. It was this sacred flame that burned within the quiet heart of the young seamstress, who labored through the deep, frozen nights, straining her failing eyes by the light of a solitary tallow candle, that her invalid brother might have the medicine to ease his suffering. She asked for no reward, sought no recognition from a world that passed her by in blind indifference; her sacrifice was a silent hymn of devotion, a holy offering that sanctified the miserable, drafty garret and transformed it into a temple of divine grace.",C,Dickens,AI_Imp_D_24,AI_Impostor,Dickens,train_125
"Returning to the coastal town of his youth felt less like a homecoming and more like trespassing in a graveyard. The old arcade on the boardwalk had been replaced by a sterile, high-end coffee shop, and the dunes where he used to hide with his first girlfriend were now barricaded by expensive condominiums. He walked along the shoreline, trying to map his vivid adolescent memories onto the gentrified landscape, but the two realities refused to align. The regret was palpable, a heavy pressure in his chest. He had spent his entire twenties desperate to escape this small-town gravity, only to return in his forties realizing it was the only place he had ever truly felt grounded. The physical landmarks of his history were erased, leaving him adrift in a town that wore the name of his home but held none of its soul.",B,None,AI_Gen_43,AI_Generic,None,train_126
"The university acceptance letter was framed and hung in the cramped living room of their rented duplex, a glowing beacon of generational progress. He was the first in his family to cross the threshold into higher education, carrying the heavy, unspoken expectations of his parents' grueling labor. But once on campus, surrounded by peers who casually debated philosophy and spent their holidays in Europe, the invisible lines of class became agonizingly clear. He didn't know the unwritten rules of networking or the subtle codes of academic entitlement. His mobility felt less like an elevator ride and more like a desperate, clinging climb up a sheer cliff face. He was traversing the gap between his past and his future, finding himself terribly isolated in the middle, speaking a language neither his classmates nor his parents fully understood.",B,None,AI_Gen_90,AI_Generic,None,train_127
"My sister, Mrs. Joe, with black hair and eyes, had such a prevailing redness of skin that I sometimes used to wonder whether it was possible she washed herself with a nutmeg-grater instead of soap. She was tall and bony, and almost always wore a coarse apron, fastened over her figure behind with two loops, and having a square impregnable bib in front, that was stuck full of pins and needles. She made it a powerful merit in herself, and a strong reproach against Joe, that she wore this apron so much. Though I really see no reason why she should have worn it at all; or why, if she did wear it at all, she should not have taken it off, every day of her life.",A,Dickens,Dickens_1400,Human,Dickens,train_128
